"","activity_type","date","favorite","distance","calories","time","avg_hr","max_hr","aerobic_te","avg_run_cadence","max_run_cadence","avg_pace","best_pace","total_ascent","total_descent","avg_stride_length","avg_vertical_ratio","avg_vertical_oscillation","avg_ground_contact_time","avg_gct_balance","training_stress_score","avg_power","max_power","grit","flow","total_strokes","avg_swolf","avg_stroke_rate","total_reps","total_sets","dive_time","min_temp","surface_interval","decompression","best_lap_time","number_of_laps","max_temp","moving_time","elapsed_time","min_elevation","max_elevation"
"184","Running","2021-08-29 08:02:46","false","2.01","209","00:20:28",165,185,"3.1","163","183","10:11","8:35","20","46",0.97,0,0,0,"--",0,0,0,0,0,"--",0,0,0,"--","0:00",80.6,"0:00","No","00:00:02.2",16,82.4,"00:20:26","00:20:28","390","431"
"185","Indoor Cycling","2021-08-28 10:57:44","false","0.00","95","00:30:00",93,134,"0.4","--","--","--","--","--","--",0,0,0,0,"--",0,0,0,0,0,"--",0,0,0,"--","0:00",75.2,"0:00","No","00:30:00",1,82.4,"00:00:00","00:30:00","--","--"
"186","Running","2021-08-27 06:20:24","false","2.79","305","00:30:01",165,181,"3.4","155","180","10:46","8:39","36","62",0.97,0,0,0,"--",0,0,0,0,0,"--",0,0,0,"--","0:00",78.8,"0:00","No","00:00:03.7",17,82.4,"00:29:58","00:30:14","428","461"
"187","Running","2021-08-25 06:51:30","false","2.00","207","00:22:06",156,173,"2.9","159","236","11:03","8:16","16","59",0.92,0,0,0,"--",0,0,0,0,0,"--",0,0,0,"--","0:00",77,"0:00","No","00:00:02.0",16,82.4,"00:22:04","00:22:06","453","512"
"188","Running","2021-08-22 06:40:35","false","12.00","1,492","02:33:02",173,188,"4.0","150","239","12:45","9:09","108","161",0.84,0,0,0,"--",0,0,0,0,0,"--",0,0,0,"--","0:00",82.4,"0:00","No","00:00:01.9",14,91.4,"00:00:00","02:33:02","487","575"
"189","Running","2021-08-20 06:03:52","false","3.00","317","00:34:45",157,172,"3.0","157","185","11:35","8:43","39","49",0.88,0,0,0,"--",0,0,0,0,0,"--",0,0,0,"--","0:00",80.6,"0:00","No","00:00:01.7",17,84.2,"00:34:41","00:35:16","257","287"
"190","Running","2021-08-18 07:09:39","false","2.38","267","00:25:49",163,188,"3.3","156","224","10:51","7:56","20","56",0.95,0,0,0,"--",0,0,0,0,0,"--",0,0,0,"--","0:00",77,"0:00","No","00:01:13.2",5,82.4,"00:25:36","00:25:49","287","337"
"191","Running","2021-08-16 06:46:04","false","2.15","235","00:23:18",162,182,"3.1","162","177","10:51","2:04","3","39",0.92,0,0,0,"--",0,0,0,0,0,"--",0,0,0,"--","0:00",77,"0:00","No","00:01:20.8",3,82.4,"00:23:17","00:23:18","354","386"
"192","Indoor Cycling","2021-08-15 17:29:33","false","8.30","139","00:35:47",102,166,"0.6","--","--","13.9","--","--","--",0,0,0,0,"--",0,0,0,0,0,"--",0,0,0,"--","0:00",80.6,"0:00","No","00:35:47",1,86,"00:00:00","00:35:47","--","--"
"193","Running","2021-08-15 07:13:13","false","3.00","329","00:32:46",168,179,"3.5","156","177","10:56","9:13","36","52",0.94,0,0,0,"--",0,0,0,0,0,"--",0,0,0,"--","0:00",78.8,"0:00","No","00:00:01.8",17,84.2,"00:32:39","00:32:49","362","391"
"194","Indoor Cycling","2021-08-14 19:01:07","false","13.56","199","01:00:01",97,127,"0.2","--","--","13.6","--","--","--",0,0,0,0,"--",0,0,0,0,0,"--",0,0,0,"--","0:00",80.6,"0:00","No","01:00:01",1,86,"00:00:00","01:00:46","--","--"
"195","Running","2021-08-13 07:08:03","false","2.43","255","00:26:06",165,185,"3.2","161","183","10:45","8:51","7","72",0.93,0,0,0,"--",0,0,0,0,0,"--",0,0,0,"--","0:00",80.6,"0:00","No","00:00:02.4",16,82.4,"00:26:03","00:26:06","432","510"
"196","Running","2021-08-10 06:18:35","false","10.11","1,235","02:07:00",174,187,"4.3","155","168","12:34","9:51","141","197",0.82,0,0,0,"--",0,0,0,0,0,"--",0,0,0,"--","0:00",78.8,"0:00","No","00:00:08.5",12,84.2,"00:00:00","02:07:39","482","572"
"197","Indoor Cycling","2021-08-09 18:08:04","false","9.05","142","00:37:37",100,118,"0.3","--","--","14.4","--","--","--",0,0,0,0,"--",0,0,0,0,0,"--",0,0,0,"--","0:00",82.4,"0:00","No","00:37:37",1,86,"00:00:00","00:37:37","--","--"
"198","Indoor Cycling","2021-08-08 18:47:35","false","7.35","105","00:30:15",96,122,"0.2","--","--","14.6","1.4","--","7",0,0,0,0,"--",0,0,0,0,0,"--",0,0,0,"--","0:00",80.6,"0:00","No","00:30:15",1,87.8,"00:00:52","00:30:15","1,447","1,541"
"199","Running","2021-08-08 06:34:38","false","2.02","217","00:21:00",167,188,"3.2","158","246","10:24","7:07","23","39",0.97,0,0,0,"--",0,0,0,0,0,"--",0,0,0,"--","0:00",78.8,"0:00","No","00:00:00.9",16,82.4,"00:20:58","00:21:00","1,484","1,513"
"200","Cardio","2021-08-07 19:35:25","false","0.00","143","00:45:00",94,132,"0.2","--","--","--","--","--","--",0,0,0,0,"--",0,0,0,0,0,"--",0,0,0,"--","0:00",80.6,"0:00","No","00:45:00",1,84.2,"00:00:00","00:59:09","1,531","1,531"
"201","Running","2021-08-06 06:51:38","false","2.01","211","00:21:11",162,184,"3.1","160","191","10:34","6:38","10","36",0.95,0,0,0,"--",0,0,0,0,0,"--",0,0,0,"--","0:00",80.6,"0:00","No","00:00:01.1",16,82.4,"00:21:09","00:21:11","1,473","1,506"
"202","Running","2021-08-04 06:24:17","false","4.01","454","00:45:19",166,191,"3.6","160","240","11:18","8:10","30","49",0.89,0,0,0,"--",0,0,0,0,0,"--",0,0,0,"--","0:00",77,"0:00","No","00:00:11.9",6,80.6,"00:45:17","00:45:19","1,481","1,516"
"203","Indoor Cycling","2021-08-02 18:27:17","false","13.00","215","01:00:03",100,114,"0.2","--","--","13.0","--","--","--",0,0,0,0,"--",0,0,0,0,0,"--",0,0,0,"--","0:00",78.8,"0:00","No","01:00:03",1,86,"00:00:00","01:00:03","--","--"
"204","Running","2021-08-01 07:35:56","false","2.27","254","00:26:11",163,180,"3.1","151","193","11:33","6:15","10","43",0.93,0,0,0,"--",0,0,0,0,0,"--",0,0,0,"--","0:00",84.2,"0:00","No","00:00:02.6",16,86,"00:26:10","00:26:11","1,553","1,587"
"205","Running","2021-07-30 06:46:23","false","2.01","216","00:21:01",168,185,"3.2","158","187","10:27","7:20","46","89",0.98,0,0,0,"--",0,0,0,0,0,"--",0,0,0,"--","0:00",78.8,"0:00","No","00:00:02.2",16,82.4,"00:20:58","00:21:01","1,848","1,911"
"206","Running","2021-07-28 07:07:58","false","2.00","208","00:21:02",162,185,"3.0","161","183","10:30","7:21","49","98",0.95,0,0,0,"--",0,0,0,0,0,"--",0,0,0,"--","0:00",80.6,"0:00","No","00:00:02.1",16,84.2,"00:20:59","00:21:13","1,664","1,735"
"207","Running","2021-07-25 06:20:59","false","8.01","1,016","01:36:01",173,192,"4.8","151","239","11:59","8:38","249","276",0.89,0,0,0,"--",0,0,0,0,0,"--",0,0,0,"--","0:00",80.6,"0:00","No","00:00:03.0",10,84.2,"01:35:58","01:36:01","1,653","1,728"
"208","Running","2021-07-23 07:34:25","false","3.01","354","00:33:16",165,191,"3.7","150","183","11:02","7:08","82","131",0.97,0,0,0,"--",0,0,0,0,0,"--",0,0,0,"--","0:00",78.8,"0:00","No","00:00:04.2",6,82.4,"00:33:11","00:33:29","1,587","1,656"
"209","Running","2021-07-21 07:04:02","false","2.08","222","00:21:23",168,189,"3.3","160","191","10:17","6:42","52","82",0.98,0,0,0,"--",0,0,0,0,0,"--",0,0,0,"--","0:00",73.4,"0:00","No","00:00:02.8",16,82.4,"00:21:19","00:21:26","1,611","1,658"
"210","Running","2021-07-19 06:57:50","false","2.02","214","00:21:28",166,186,"3.1","157","193","10:38","6:06","46","95",0.98,0,0,0,"--",0,0,0,0,0,"--",0,0,0,"--","0:00",75.2,"0:00","No","00:00:01.2",16,80.6,"00:21:26","00:21:28","1,554","1,629"
"211","Running","2021-07-17 07:16:49","false","6.01","773","01:11:49",171,200,"5.0","153","223","11:57","9:31","187","223",0.88,0,0,0,"--",0,0,0,0,0,"--",0,0,0,"--","0:00",80.6,"0:00","No","00:00:01.2",8,84.2,"01:11:49","01:11:49","1,509","1,600"
"212","Running","2021-07-14 08:18:04","false","2.32","261","00:26:05",169,188,"3.6","160","189","11:14","8:09","7","13",0.9,0,0,0,"--",0,0,0,0,0,"--",0,0,0,"--","0:00",82.4,"0:00","No","00:00:02.3",16,86,"00:26:04","00:28:16","261","285"
"213","Running","2021-07-12 09:38:15","false","2.12","251","00:22:55",175,193,"3.8","157","195","10:49","6:44","10","16",0.95,0,0,0,"--",0,0,0,0,0,"--",0,0,0,"--","0:00",84.2,"0:00","No","00:00:01.6",16,89.6,"00:22:52","00:25:08","282","314"
"214","Running","2021-07-07 06:53:50","false","2.00","219","00:22:13",160,186,"3.2","150","199","11:07","5:35","56","66",0.96,0,0,0,"--",0,0,0,0,0,"--",0,0,0,"--","0:00",75.2,"0:00","No","00:00:02.0",16,78.8,"00:22:10","00:22:13","1,045","1,105"
"215","Running","2021-07-04 06:52:55","false","6.50","822","01:15:53",171,191,"5.0","154","208","11:40","9:08","151","197",0.9,0,0,0,"--",0,0,0,0,0,"--",0,0,0,"--","0:00",75.2,"0:00","No","00:00:00.8",9,80.6,"01:15:51","01:16:40","979","1,038"
"216","Running","2021-07-02 07:14:53","false","2.03","221","00:22:03",167,188,"3.2","158","201","10:53","5:28","52","69",0.94,0,0,0,"--",0,0,0,0,0,"--",0,0,0,"--","0:00",78.8,"0:00","No","00:00:00.9",16,80.6,"00:22:01","00:22:12","1,562","1,598"
"217","Indoor Cycling","2021-06-28 06:46:28","false","0.00","151","00:21:19",126,155,"2.0","--","--","--","--","--","--",0,0,0,0,"--",0,0,0,0,0,"--",0,0,0,"--","0:00",82.4,"0:00","No","00:21:19",1,86,"00:00:00","00:21:19","--","--"
"218","Treadmill Running","2021-06-24 06:15:48","false","2.00","193","00:20:01",156,183,"3.0","166","197","9:59","6:31","--","--",0.97,0,0,0,"--",0,0,0,0,0,"--",0,0,0,"--","0:00",78.8,"0:00","No","00:00:02.7",16,82.4,"00:19:38","00:20:01","--","--"
"219","Treadmill Running","2021-06-22 06:06:54","false","5.41","547","00:56:19",154,181,"3.7","163","182","10:25","8:16","--","--",0.95,0,0,0,"--",0,0,0,0,0,"--",0,0,0,"--","0:00",78.8,"0:00","No","00:00:02.9",7,84.2,"00:55:32","00:56:19","--","--"
"220","Treadmill Running","2021-06-16 06:42:57","false","0.91","83","00:09:08.6",141,156,"1.9","169","177","10:04","9:25","--","--",0.95,0,0,0,"--",0,0,0,0,0,"--",0,0,0,"--","0:00",78.8,"0:00","No","00:09:08.6",1,84.2,"00:09:07","00:09:08.6","--","--"
"221","Treadmill Running","2021-06-14 06:34:26","false","2.54","263","00:26:09",160,182,"3.2","167","197","10:18","6:30","--","--",0.93,0,0,0,"--",0,0,0,0,0,"--",0,0,0,"--","0:00",78.8,"0:00","No","00:00:04.2",16,86,"00:25:35","00:26:09","--","--"
"222","Treadmill Running","2021-06-13 06:31:45","false","3.02","324","00:31:52",157,186,"3.4","163","199","10:33","6:42","--","--",0.93,0,0,0,"--",0,0,0,0,0,"--",0,0,0,"--","0:00",78.8,"0:00","No","00:04:22.6",5,82.4,"00:31:06","00:33:31","--","--"
"223","Running","2021-06-11 06:10:36","false","2.00","201","00:20:21",158,185,"3.0","172","195","10:10","8:23","43","56",0.59,0,0,0,"--",0,0,0,0,0,"--",0,0,0,"--","0:00",78.8,"0:00","No","00:00:03.4",16,82.4,"00:20:13","00:20:22","2,363","2,442"
"224","Running","2021-06-09 09:29:23","false","2.00","201","00:19:21",166,181,"3.1","173","204","9:41","7:27","7","7",0.96,0,0,0,"--",0,0,0,0,0,"--",0,0,0,"--","0:00",80.6,"0:00","No","00:00:06.3",16,80.6,"00:19:20","00:19:22","2,343","2,358"
"225","Indoor Rowing","2021-06-09 09:11:41","false","--","75","00:10:08",128,141,"1.0","--","--","--","--","--","--",0,0,0,0,"--",0,0,0,0,0,"288",0,0,0,"--","0:00",78.8,"0:00","No","00:10:08",1,82.4,"00:00:00","00:10:08","--","--"
"226","Treadmill Running","2021-06-06 06:46:00","false","5.00","562","00:52:00",166,188,"4.3","161","230","10:24","7:40","--","--",0.96,0,0,0,"--",0,0,0,0,0,"--",0,0,0,"--","0:00",78.8,"0:00","No","00:00:04.0",7,84.2,"00:49:22","00:52:07","--","--"
"227","Running","2021-06-04 06:32:51","false","2.50","274","00:26:24",171,194,"3.3","164","203","10:33","6:48","85","102",0.93,0,0,0,"--",0,0,0,0,0,"--",0,0,0,"--","0:00",69.8,"0:00","No","00:00:02.5",14,78.8,"00:26:23","00:26:27","1,156","1,232"
"228","Running","2021-06-02 06:39:39","false","2.66","280","00:27:20",165,185,"3.3","168","197","10:17","7:05","85","105",0.93,0,0,0,"--",0,0,0,0,0,"--",0,0,0,"--","0:00",68,"0:00","No","00:00:03.0",14,78.8,"00:27:18","00:28:31","1,135","1,177"
"229","Cardio","2021-05-31 06:49:17","false","0.00","215","00:30:01",129,165,"2.3","--","--","--","--","--","--",0,0,0,0,"--",0,0,0,0,0,"--",0,0,0,"--","0:00",77,"0:00","No","00:30:01",1,84.2,"00:00:00","00:30:01","1,080","1,083"
"230","Running","2021-05-30 06:23:12","false","3.15","353","00:34:06",163,187,"3.6","151","189","10:49","7:49","135","118",0.99,0,0,0,"--",0,0,0,0,0,"--",0,0,0,"--","0:00",59,"0:00","No","00:02:44.7",4,80.6,"00:34:04","00:34:09","999","1,068"
"231","Running","2021-05-29 06:49:13","false","0.96","92","00:09:00",164,182,"2.3","172","183","9:20","7:42","20","59",1,0,0,0,"--",0,0,0,0,0,"--",0,0,0,"--","0:00",64.4,"0:00","No","00:02:00",3,80.6,"00:08:59","00:09:00","1,122","1,186"
"232","Running","2021-05-28 06:58:43","false","2.17","221","00:21:40",163,176,"3.1","167","182","9:59","8:10","75","95",0.97,0,0,0,"--",0,0,0,0,0,"--",0,0,0,"--","0:00",64.4,"0:00","No","00:01:34.9",3,80.6,"00:21:40","00:23:16","1,125","1,197"
"233","Running","2021-05-26 06:29:41","false","2.29","239","00:25:59",155,178,"2.8","164","183","11:21","8:52","59","144",0.86,0,0,0,"--",0,0,0,0,0,"--",0,0,0,"--","0:00",73.4,"0:00","No","00:02:57.4",3,82.4,"00:25:59","00:27:24","1,058","1,158"
"234","Cardio","2021-05-25 06:39:53","false","0.00","172","00:25:01",129,160,"2.1","--","--","--","--","--","--",0,0,0,0,"--",0,0,0,0,0,"--",0,0,0,"--","0:00",75.2,"0:00","No","00:25:01",1,80.6,"00:00:00","00:25:01","1,152","1,163"
"235","Cardio","2021-05-24 06:51:21","false","0.00","150","00:22:08",128,159,"2.0","--","--","--","--","--","--",0,0,0,0,"--",0,0,0,0,0,"--",0,0,0,"--","0:00",77,"0:00","No","00:22:08",1,80.6,"00:00:00","00:22:08","1,128","1,128"
"236","Running","2021-05-22 06:35:16","false","6.22","710","01:08:08",175,194,"4.7","163","178","10:58","8:04","194","276",0.9,0,0,0,"--",0,0,0,0,0,"--",0,0,0,"--","0:00",75.2,"0:00","No","00:00:00.6",8,80.6,"01:08:05","01:08:29","1,022","1,121"
"237","Running","2021-05-19 06:40:18","false","2.12","218","00:25:03",152,166,"2.5","161","168","11:50","9:55","59","92",0.85,0,0,0,"--",0,0,0,0,0,"--",0,0,0,"--","0:00",73.4,"0:00","No","00:00:02.6",4,80.6,"00:25:02","00:25:03","1,070","1,125"
"238","Running","2021-05-17 06:49:13","false","2.00","198","00:22:08",160,187,"2.8","162","197","11:04","5:24","59","75",0.89,0,0,0,"--",0,0,0,0,0,"--",0,0,0,"--","0:00",69.8,"0:00","No","00:00:01.5",19,77,"00:22:04","00:23:30","1,026","1,071"
"239","Cardio","2021-05-16 16:26:24","false","0.00","216","00:24:18",148,182,"2.8","--","--","--","--","--","--",0,0,0,0,"--",0,0,0,0,0,"--",0,0,0,"--","0:00",77,"0:00","No","00:00:01.5",2,78.8,"00:00:00","00:24:18","1,510","1,527"
"240","Running","2021-05-14 06:57:37","false","3.40","367","00:35:44",166,185,"3.8","164","176","10:31","8:23","112","125",0.93,0,0,0,"--",0,0,0,0,0,"--",0,0,0,"--","0:00",64.4,"0:00","No","00:00:43.4",7,77,"00:35:41","00:37:17","1,424","1,501"
"241","Running","2021-05-12 06:43:09","false","3.03","313","00:33:27",164,183,"3.2","162","194","11:02","6:20","115","118",0.9,0,0,0,"--",0,0,0,0,0,"--",0,0,0,"--","0:00",60.8,"0:00","No","00:00:10.5",20,73.4,"00:33:22","00:33:29","1,421","1,486"
"242","Walking","2021-05-10 14:33:48","false","1.59","146","00:26:38",114,127,"0.8","110","127","16:47","14:54","62","56",0.87,0,0,0,"--",0,0,0,0,0,"--",0,0,0,"--","0:00",77,"0:00","No","00:09:55.0",2,84.2,"00:26:38","00:26:38","1,415","1,477"
"243","Running","2021-05-09 06:53:56","false","6.32","697","01:10:00",167,181,"4.3","166","178","11:05","9:09","167","279",0.88,0,0,0,"--",0,0,0,0,0,"--",0,0,0,"--","0:00",57.2,"0:00","No","00:05:00",8,77,"01:09:59","01:10:00","1,399","1,544"
"244","Running","2021-05-07 06:36:41","false","3.78","401","00:40:50",161,186,"3.8","165","180","10:47","8:19","118","141",0.9,0,0,0,"--",0,0,0,0,0,"--",0,0,0,"--","0:00",59,"0:00","No","00:00:49.7",7,78.8,"00:40:48","00:41:48","1,396","1,484"
"245","Running","2021-05-05 06:44:20","false","3.01","299","00:33:01",164,180,"3.2","166","196","10:58","6:50","82","112",0.88,0,0,0,"--",0,0,0,0,0,"--",0,0,0,"--","0:00",57.2,"0:00","No","00:00:02.9",31,80.6,"00:32:50","00:33:19","1,407","1,456"
"246","Running","2021-05-02 06:15:17","false","5.67","618","01:05:01",163,177,"4.0","164","175","11:28","9:13","184","240",0.86,0,0,0,"--",0,0,0,0,0,"--",0,0,0,"--","0:00",68,"0:00","No","00:00:01.5",8,80.6,"01:04:59","01:07:51","1,454","1,537"
"247","Running","2021-04-30 06:50:38","false","3.00","312","00:30:51",164,189,"3.8","166","180","10:17","8:07","85","128",0.94,0,0,0,"--",0,0,0,0,0,"--",0,0,0,"--","0:00",59,"0:00","No","00:00:02.2",6,77,"00:30:50","00:33:22","1,275","1,351"
"248","Running","2021-04-28 06:52:36","false","2.01","208","00:21:46",164,183,"3.2","162","187","10:49","7:35","72","85",0.92,0,0,0,"--",0,0,0,0,0,"--",0,0,0,"--","0:00",71.6,"0:00","No","00:00:03.8",17,80.6,"00:21:41","00:23:10","1,304","1,373"
"249","Running","2021-04-26 06:31:15","false","3.00","326","00:33:13",166,182,"3.5","163","172","11:03","9:29","102","112",0.89,0,0,0,"--",0,0,0,0,0,"--",0,0,0,"--","0:00",66.2,"0:00","No","00:00:02.0",4,77,"00:33:12","00:33:13","1,285","1,361"
"250","Running","2021-04-24 13:48:59","false","2.19","232","00:23:25",164,188,"3.2","165","178","10:43","7:41","72","62",0.91,0,0,0,"--",0,0,0,0,0,"--",0,0,0,"--","0:00",71.6,"0:00","No","00:05:00",3,82.4,"00:23:25","00:23:25","1,024","1,299"
"251","Running","2021-04-19 15:39:27","false","2.43","254","00:26:48",161,184,"3.2","166","180","11:02","9:15","75","95",0.88,0,0,0,"--",0,0,0,0,0,"--",0,0,0,"--","0:00",68,"0:00","No","00:00:02.6",4,82.4,"00:26:48","00:27:52","969","1,038"
"252","Running","2021-04-11 14:01:20","false","5.00","563","00:57:27",170,186,"3.9","165","177","11:30","9:09","161","190",0.85,0,0,0,"--",0,0,0,0,0,"--",0,0,0,"--","0:00",78.8,"0:00","No","00:02:26.8",7,86,"00:57:26","01:01:27","785","854"
"253","Running","2021-04-09 06:08:37","false","2.78","297","00:30:27",163,187,"3.3","165","185","10:58","8:23","49","49",0.89,0,0,0,"--",0,0,0,0,0,"--",0,0,0,"--","0:00",73.4,"0:00","No","00:00:00.6",5,82.4,"00:30:27","00:30:51","459","484"
"254","Running","2021-04-07 07:16:14","false","3.00","308","00:32:40",168,188,"3.3","166","198","10:53","6:14","26","56",0.89,0,0,0,"--",0,0,0,0,0,"--",0,0,0,"--","0:00",77,"0:00","No","00:00:07.6",24,80.6,"00:32:36","00:35:08","538","570"
"255","Running","2021-04-05 07:26:03","false","2.00","209","00:20:28",168,182,"3.2","170","186","10:13","8:33","30","33",0.93,0,0,0,"--",0,0,0,0,0,"--",0,0,0,"--","0:00",68,"0:00","No","00:00:02.0",3,78.8,"00:20:22","00:20:28","608","630"
"256","Running","2021-04-04 07:10:22","false","5.01","536","00:56:30",161,179,"3.7","168","180","11:17","9:04","59","69",0.85,0,0,0,"--",0,0,0,0,0,"--",0,0,0,"--","0:00",64.4,"0:00","No","00:05:00",7,75.2,"00:56:28","00:57:07","605","639"
"257","Running","2021-04-02 08:09:23","false","3.30","346","00:35:40",164,187,"3.6","172","189","10:48","7:54","62","75",0.87,0,0,0,"--",0,0,0,0,0,"--",0,0,0,"--","0:00",64.4,"0:00","No","00:00:35.7",6,78.8,"00:35:39","00:36:36","541","573"
"258","Running","2021-03-31 08:01:58","false","2.18","217","00:23:05",168,186,"3.1","170","197","10:35","5:53","20","26",0.89,0,0,0,"--",0,0,0,0,0,"--",0,0,0,"--","0:00",66.2,"0:00","No","00:00:02.2",23,78.8,"00:23:03","00:23:05","515","647"
"259","Running","2021-03-28 07:40:25","false","5.00","545","00:56:47",165,177,"3.7","170","180","11:21","9:29","59","72",0.84,0,0,0,"--",0,0,0,0,0,"--",0,0,0,"--","0:00",64.4,"0:00","No","00:05:00",7,77,"00:56:46","00:56:58","577","632"
"260","Walking","2021-03-27 09:50:27","false","2.26","202","00:39:07",116,133,"0.7","105","132","17:20","12:17","72","89",0.89,0,0,0,"--",0,0,0,0,0,"--",0,0,0,"--","0:00",78.8,"0:00","No","00:04:50.7",3,84.2,"00:39:07","00:42:12","623","674"
"261","Running","2021-03-26 07:44:07","false","3.28","350","00:35:37",167,188,"3.6","167","191","10:52","7:40","46","56",0.89,0,0,0,"--",0,0,0,0,0,"--",0,0,0,"--","0:00",62.6,"0:00","No","00:00:12.1",7,77,"00:35:36","00:36:58","632","663"
"262","Running","2021-03-24 08:15:42","false","3.75","395","00:41:32",169,185,"3.5","169","189","11:04","6:27","52","62",0.86,0,0,0,"--",0,0,0,0,0,"--",0,0,0,"--","0:00",66.2,"0:00","No","00:00:20",26,78.8,"00:41:27","00:43:05","751","787"
"263","Running","2021-03-21 07:28:29","false","2.69","292","00:30:23",161,175,"3.2","167","183","11:18","9:09","39","33",0.85,0,0,0,"--",0,0,0,0,0,"--",0,0,0,"--","0:00",59,"0:00","No","00:00:23.1",5,77,"00:30:21","00:30:36","568","590"
"264","Running","2021-03-17 08:26:17","false","3.00","327","00:33:11",167,183,"3.5","170","230","11:03","8:24","49","56",0.86,0,0,0,"--",0,0,0,0,0,"--",0,0,0,"--","0:00",68,"0:00","No","00:03:11.4",5,75.2,"00:33:11","00:33:33","586","614"
"265","Running","2021-03-16 15:32:06","false","2.00","224","00:23:03",169,181,"3.1","164","174","11:30","9:02","30","20",0.85,0,0,0,"--",0,0,0,0,0,"--",0,0,0,"--","0:00",80.6,"0:00","No","00:00:01.8",3,84.2,"00:23:02","00:23:38","509","531"
"266","Running","2021-03-14 09:12:53","false","4.27","472","00:50:00",168,183,"3.4","166","173","11:43","8:33","56","69",0.83,0,0,0,"--",0,0,0,0,0,"--",0,0,0,"--","0:00",66.2,"0:00","No","00:05:00",6,73.4,"00:49:59","00:50:00","459","501"
"267","Running","2021-03-13 07:43:51","false","3.00","324","00:37:05",160,175,"2.8","163","170","12:21","11:06","23","72",0.8,0,0,0,"--",0,0,0,0,0,"--",0,0,0,"--","0:00",71.6,"0:00","No","00:00:01.8",4,78.8,"00:37:03","00:37:05","529","570"
"268","Running","2021-03-12 07:06:15","false","2.65","290","00:30:00",170,186,"3.3","164","201","11:20","6:01","39","46",0.86,0,0,0,"--",0,0,0,0,0,"--",0,0,0,"--","0:00",73.4,"0:00","No","00:00:02.1",20,77,"00:29:58","00:30:36","459","483"
"269","Walking","2021-03-11 15:31:42","false","1.52","142","00:27:40",117,129,"0.6","106","122","18:10","12:53","33","30",0.84,0,0,0,"--",0,0,0,0,0,"--",0,0,0,"--","0:00",80.6,"0:00","No","00:09:34.0",2,84.2,"00:27:34","00:27:40","459","506"
"270","Indoor Cycling","2021-03-11 09:45:42","false","9.00","275","00:26:49",162,183,"3.4","--","--","20.1","--","--","--",0,0,0,0,"--",0,0,0,0,0,"--",0,0,0,"--","0:00",80.6,"0:00","No","00:26:49",1,84.2,"00:00:00","00:26:49","--","--"
"271","Running","2021-03-10 08:48:35","false","3.17","372","00:36:34",169,184,"3.6","163","221","11:32","9:59","30","43",0.86,0,0,0,"--",0,0,0,0,0,"--",0,0,0,"--","0:00",71.6,"0:00","No","00:00:23.8",6,75.2,"00:36:30","00:36:39","579","609"
"272","Walking","2021-03-09 14:18:55","false","2.37","228","00:42:33",125,152,"0.9","102","130","17:55","15:18","161","157",0.88,0,0,0,"--",0,0,0,0,0,"--",0,0,0,"--","0:00",75.2,"0:00","No","00:07:25.3",3,82.4,"00:41:36","00:47:26","584","629"
"273","Walking","2021-03-07 14:13:30","false","1.19","132","00:20:56",136,165,"0.9","105","122","17:33","13:26","43","16",0.89,0,0,0,"--",0,0,0,0,0,"--",0,0,0,"--","0:00",75.2,"0:00","No","00:03:27.3",2,80.6,"00:20:56","00:20:56","524","551"
"274","Running","2021-03-07 14:03:37","false","0.87","101","00:09:00.8",171,187,"2.7","162","175","10:21","8:29","20","23",0.96,0,0,0,"--",0,0,0,0,0,"--",0,0,0,"--","0:00",73.4,"0:00","No","00:00:00.8",4,80.6,"00:08:54.8","00:09:07.7","531","558"
"275","Running","2021-03-06 07:33:18","false","2.00","229","00:21:59",170,186,"3.1","163","180","10:59","7:50","7","26",0.9,0,0,0,"--",0,0,0,0,0,"--",0,0,0,"--","0:00",59,"0:00","No","00:00:01.0",3,73.4,"00:21:58","00:21:59","555","574"
"276","Cardio","2021-03-05 15:51:13","false","0.00","133","00:13:53",145,157,"2.4","--","--","--","--","--","--",0,0,0,0,"--",0,0,0,0,0,"--",0,0,0,"--","0:00",77,"0:00","No","00:13:53",1,80.6,"00:00:00","00:13:53","556","575"
"277","Running","2021-03-05 07:56:55","false","2.76","338","00:31:16",176,191,"3.7","163","191","11:20","8:35","16","33",0.87,0,0,0,"--",0,0,0,0,0,"--",0,0,0,"--","0:00",69.8,"0:00","No","00:08:55.0",3,75.2,"00:31:15","00:31:16","547","572"
"278","Indoor Cycling","2021-03-03 10:01:25","false","10.00","244","00:22:38",161,185,"3.3","--","--","26.5","--","--","--",0,0,0,0,"--",0,0,0,0,0,"--",0,0,0,"--","0:00",78.8,"0:00","No","00:22:38",1,82.4,"00:00:00","00:22:38","--","--"
"279","Indoor Cycling","2021-03-01 10:03:52","false","11.00","282","00:26:58",158,180,"3.3","--","--","24.5","--","--","--",0,0,0,0,"--",0,0,0,0,0,"--",0,0,0,"--","0:00",80.6,"0:00","No","00:26:58",1,84.2,"00:00:00","00:26:58","--","--"
"280","Walking","2021-02-28 07:29:04","false","0.83","89","00:16:52",115,155,"0.6","92","126","20:18","13:30","16","20",0.86,0,0,0,"--",0,0,0,0,0,"--",0,0,0,"--","0:00",80.6,"0:00","No","00:16:52",1,86,"00:14:59","00:16:52","1,660","1,711"
