"","activity_type","date","favorite","distance","calories","time","avg_hr","max_hr","aerobic_te","avg_run_cadence","max_run_cadence","avg_pace","best_pace","total_ascent","total_descent","avg_stride_length","avg_vertical_ratio","avg_vertical_oscillation","avg_ground_contact_time","avg_gct_balance","training_stress_score","avg_power","max_power","grit","flow","total_strokes","avg_swolf","avg_stroke_rate","total_reps","total_sets","dive_time","min_temp","surface_interval","decompression","best_lap_time","number_of_laps","max_temp","moving_time","elapsed_time","min_elevation","max_elevation"
"87","Running","2022-08-24 06:53:16","false","3.02","299","00:36:17",138,152,"2.4","155","173","12:00","8:59","62","62",0.87,0,0,0,"--",0,0,0,0,0,"--",0,0,0,"--","0:00",86,"0:00","No","00:00:14.2",4,89.6,"00:36:15","00:36:17","1,939","1,968"
"88","Running","2022-08-22 07:30:13","false","3.00","305","00:36:49",136,149,"2.4","158","166","12:16","10:43","23","33",0.83,0,0,0,"--",0,0,0,0,0,"--",0,0,0,"--","0:00",84.2,"0:00","No","00:00:01.9",4,89.6,"00:36:42","00:36:49","1,937","1,963"
"89","Indoor Cycling","2022-08-21 10:08:42","false","7.80","312","00:53:57",120,169,"1.7","--","--","8.7","--","--","--",0,0,0,0,"--",0,0,0,0,0,"--",0,0,0,"--","0:00",75.2,"0:00","No","00:53:57",1,80.6,"00:00:00","00:53:57","--","--"
"90","Treadmill Running","2022-08-20 07:51:17","false","4.00","313","00:49:37",126,134,"1.2","160","164","12:24","11:14","--","--",0.8,0,0,0,"--",0,0,0,0,0,"--",0,0,0,"--","0:00",75.2,"0:00","No","00:11:22",4,82.4,"00:49:37","00:49:37","--","--"
"91","Treadmill Running","2022-08-19 06:36:40","false","3.00","242","00:37:54",125,130,"1.2","161","164","12:38","12:20","--","--",0.78,0,0,0,"--",0,0,0,0,0,"--",0,0,0,"--","0:00",77,"0:00","No","00:12:22",3,82.4,"00:37:53","00:37:54","--","--"
"92","Running","2022-08-17 06:50:30","false","3.18","322","00:40:19",138,150,"2.2","153","166","12:41","10:25","79","85",0.83,0,0,0,"--",0,0,0,0,0,"--",0,0,0,"--","0:00",84.2,"0:00","No","00:02:30.3",4,93.2,"00:40:17","00:41:16","1,969","2,009"
"93","Running","2022-08-15 07:01:42","false","3.00","304","00:38:20",135,147,"2.2","154","168","12:46","10:43","52","66",0.82,0,0,0,"--",0,0,0,0,0,"--",0,0,0,"--","0:00",78.8,"0:00","No","00:00:01.6",4,82.4,"00:38:19","00:40:01","1,974","2,012"
"94","Indoor Cycling","2022-08-14 10:10:52","false","11.00","435","00:56:39",136,165,"3.0","--","--","11.6","--","--","--",0,0,0,0,"--",0,0,0,0,0,"--",0,0,0,"--","0:00",77,"0:00","No","00:56:39",1,82.4,"00:00:00","00:56:39","--","--"
"95","Treadmill Running","2022-08-13 07:58:36","false","1.83","156","00:22:59",124,131,"1.3","161","164","12:33","10:12","--","--",0.91,0,0,0,"--",0,0,0,0,0,"--",0,0,0,"--","0:00",75.2,"0:00","No","00:01:01.3",3,82.4,"00:22:59","00:22:59","--","--"
"96","Running","2022-08-12 06:29:31","false","1.51","152","00:19:06",127,141,"2.0","156","164","12:41","10:41","43","49",0.81,0,0,0,"--",0,0,0,0,0,"--",0,0,0,"--","0:00",80.6,"0:00","No","00:06:10.5",2,86,"00:19:06","00:19:06","2,014","2,043"
"97","Running","2022-08-10 07:03:47","false","1.00","96","00:09:58.6",144,166,"2.2","167","175","9:56","8:36","7","7",0.97,0,0,0,"--",0,0,0,0,0,"--",0,0,0,"--","0:00",84.2,"0:00","No","00:00:02.2",2,86,"00:09:52","00:09:58.6","2,027","2,045"
"98","Indoor Cycling","2022-08-07 10:09:31","false","7.80","490","00:56:24",146,172,"3.5","--","--","8.3","--","--","--",0,0,0,0,"--",0,0,0,0,0,"--",0,0,0,"--","0:00",75.2,"0:00","No","00:56:24",1,80.6,"00:00:00","00:56:24","--","--"
"99","Running","2022-08-05 06:24:01","false","1.51","154","00:16:50",139,154,"2.4","161","172","11:11","9:31","20","23",0.89,0,0,0,"--",0,0,0,0,0,"--",0,0,0,"--","0:00",80.6,"0:00","No","00:05:25.4",2,84.2,"00:16:50","00:16:50","2,001","2,026"
"100","Running","2022-08-04 06:52:53","false","2.00","207","00:24:58",140,153,"2.3","156","164","12:27","11:14","46","49",0.83,0,0,0,"--",0,0,0,0,0,"--",0,0,0,"--","0:00",84.2,"0:00","No","00:00:02.5",3,87.8,"00:24:57","00:25:09","2,061","2,093"
"101","Running","2022-07-31 08:31:26","false","1.66","165","00:20:46",130,139,"2.0","156","164","12:33","10:25","49","52",0.82,0,0,0,"--",0,0,0,0,0,"--",0,0,0,"--","0:00",78.8,"0:00","No","00:08:07.7",2,80.6,"00:20:43","00:21:15","1,133","1,167"
"102","Cardio","2022-07-30 07:26:07","false","0.00","135","00:24:03",115,150,"1.1","--","--","--","--","--","--",0,0,0,0,"--",0,0,0,0,0,"--",0,0,0,"--","0:00",78.8,"0:00","No","00:24:03",1,80.6,"00:00:00","00:24:03","1,079","1,102"
"103","Running","2022-07-29 07:41:48","false","1.70","173","00:20:01",139,150,"2.2","157","164","11:48","10:41","52","72",0.87,0,0,0,"--",0,0,0,0,0,"--",0,0,0,"--","0:00",75.2,"0:00","No","00:08:24.1",2,78.8,"00:20:00","00:20:01","1,064","1,115"
"104","Running","2022-07-27 07:03:54","false","1.62","160","00:20:01",131,139,"2.0","158","168","12:21","11:22","46","59",0.82,0,0,0,"--",0,0,0,0,0,"--",0,0,0,"--","0:00",77,"0:00","No","00:07:45.1",2,78.8,"00:20:00","00:20:01","1,029","1,057"
"105","Running","2022-07-26 07:44:09","false","3.01","311","00:34:27",145,161,"2.7","158","166","11:28","9:09","85","118",0.89,0,0,0,"--",0,0,0,0,0,"--",0,0,0,"--","0:00",71.6,"0:00","No","00:00:04.0",4,77,"00:34:25","00:36:08","1,105","1,182"
"106","Running","2022-07-23 07:16:11","false","2.80","293","00:33:43",145,160,"2.6","156","170","12:02","10:01","3","10",0.86,0,0,0,"--",0,0,0,0,0,"--",0,0,0,"--","0:00",78.8,"0:00","No","00:09:22.7",3,82.4,"00:33:42","00:36:26","-130","-117"
"107","Running","2022-07-21 07:31:12","false","3.00","311","00:38:22",144,158,"2.3","156","166","12:46","9:22","3","10",0.81,0,0,0,"--",0,0,0,0,0,"--",0,0,0,"--","0:00",80.6,"0:00","No","00:00:01.4",4,82.4,"00:38:20","00:39:04","-93","-79"
"108","Cardio","2022-07-02 16:55:59","false","0.00","220","00:55:05",101,128,"0.5","--","--","--","--","--","--",0,0,0,0,"--",0,0,0,0,0,"--",0,0,0,"--","0:00",75.2,"0:00","No","00:55:05",1,86,"00:00:00","00:55:05","425","425"
"109","Cardio","2022-07-01 08:42:43","false","0.00","269","00:50:24",116,151,"1.8","--","--","--","--","--","--",0,0,0,0,"--",0,0,0,0,0,"--",0,0,0,"--","0:00",77,"0:00","No","00:50:24",1,82.4,"00:00:00","00:50:24","440","440"
"110","Running","2022-06-18 08:10:48","false","1.01","93","00:09:12.7",150,171,"2.3","166","173","9:10","7:20","13","16",1.06,0,0,0,"--",0,0,0,0,0,"--",0,0,0,"--","0:00",82.4,"0:00","No","00:00:01.7",2,84.2,"00:09:12.7","00:10:07","420","437"
"111","Running","2022-06-17 07:51:17","false","1.75","178","00:20:49",132,146,"2.2","157","164","11:52","10:41","13","23",0.86,0,0,0,"--",0,0,0,0,0,"--",0,0,0,"--","0:00",80.6,"0:00","No","00:08:54.4",2,82.4,"00:20:48","00:20:49","417","439"
"112","Running","2022-06-16 07:53:16","false","2.31","242","00:27:07",143,157,"2.4","157","162","11:45","10:05","46","46",0.87,0,0,0,"--",0,0,0,0,0,"--",0,0,0,"--","0:00",77,"0:00","No","00:03:30.1",3,84.2,"00:27:06","00:28:18","432","457"
"113","Running","2022-06-13 08:51:39","false","1.78","191","00:18:48",152,166,"2.8","162","172","10:34","8:26","13","43",0.94,0,0,0,"--",0,0,0,0,0,"--",0,0,0,"--","0:00",82.4,"0:00","No","00:08:21.3",2,86,"00:18:48","00:18:48","472","504"
"114","Running","2022-06-10 08:31:50","false","1.01","96","00:09:57.4",142,165,"2.2","164","175","9:54","8:33","--","36",0.99,0,0,0,"--",0,0,0,0,0,"--",0,0,0,"--","0:00",82.4,"0:00","No","00:00:02.6",2,84.2,"00:09:49","00:09:57.4","501","539"
"115","Indoor Cycling","2022-06-09 07:55:32","false","0.00","207","00:34:02",121,151,"1.6","--","--","--","--","--","--",0,0,0,0,"--",0,0,0,0,0,"--",0,0,0,"--","0:00",78.8,"0:00","No","00:34:02",1,82.4,"00:00:00","00:34:02","--","--"
"116","Running","2022-06-08 07:25:34","false","3.03","319","00:35:49",143,160,"2.7","151","174","11:50","9:29","36","56",0.9,0,0,0,"--",0,0,0,0,0,"--",0,0,0,"--","0:00",78.8,"0:00","No","00:00:16.3",4,82.4,"00:35:46","00:35:49","477","526"
"117","Running","2022-06-05 08:34:51","false","2.75","281","00:32:06",141,159,"2.6","148","174","11:40","8:38","39","66",0.93,0,0,0,"--",0,0,0,0,0,"--",0,0,0,"--","0:00",78.8,"0:00","No","00:08:46.9",3,84.2,"00:31:52","00:32:45","539","576"
"118","Indoor Cycling","2022-06-04 05:37:22","false","0.00","230","00:32:19",129,161,"2.1","--","--","--","--","--","--",0,0,0,0,"--",0,0,0,0,0,"--",0,0,0,"--","0:00",78.8,"0:00","No","00:32:19",1,80.6,"00:00:00","00:32:19","--","--"
"119","Treadmill Running","2022-06-02 08:45:27","false","2.00","169","00:21:36",132,149,"2.1","158","178","10:47","7:09","--","--",0.95,0,0,0,"--",0,0,0,0,0,"--",0,0,0,"--","0:00",73.4,"0:00","No","00:00:02.1",3,80.6,"00:21:15","00:21:36","--","--"
"120","Cardio","2022-06-01 08:45:49","false","0.00","335","00:51:53",126,166,"2.3","--","--","--","--","--","--",0,0,0,0,"--",0,0,0,0,0,"--",0,0,0,"--","0:00",73.4,"0:00","No","00:51:53",1,80.6,"00:00:00","00:51:53","1,846","1,875"
"121","Treadmill Running","2022-05-29 07:49:58","false","4.02","337","00:45:36",133,159,"2.3","152","208","11:20","3:38","--","--",1.67,0,0,0,"--",0,0,0,0,0,"--",0,0,0,"--","0:00",69.8,"0:00","No","00:01:08.8",8,80.6,"00:44:46","00:45:36","--","--"
"122","Walking","2022-05-28 08:24:24","false","0.93","96","00:18:46",112,124,"0.5","93","133","20:14","16:09","26","36",0.85,0,0,0,"--",0,0,0,0,0,"--",0,0,0,"--","0:00",75.2,"0:00","No","00:18:46",1,84.2,"00:16:33","00:26:04","2,041","2,063"
"123","Treadmill Running","2022-05-28 07:51:52","false","2.40","197","00:30:11",124,153,"1.7","83","195","12:34","6:07","--","--",0.91,0,0,0,"--",0,0,0,0,0,"--",0,0,0,"--","0:00",73.4,"0:00","No","00:00:10.0",3,78.8,"00:15:31","00:30:11","--","--"
"124","Treadmill Running","2022-05-27 09:06:03","false","2.50","203","00:28:49",127,142,"2.0","155","224","11:32","5:07","--","--",1.49,0,0,0,"--",0,0,0,0,0,"--",0,0,0,"--","0:00",73.4,"0:00","No","00:00:47.3",5,80.6,"00:28:48","00:28:49","--","--"
"125","Treadmill Running","2022-05-26 08:47:47","false","2.58","249","00:31:38",135,150,"2.2","89","182","12:17","4:08","--","--",1.45,0,0,0,"--",0,0,0,0,0,"--",0,0,0,"--","0:00",73.4,"0:00","No","00:06:35.7",3,80.6,"00:16:31","00:31:38","--","--"
"126","Treadmill Running","2022-05-22 07:03:51","false","2.50","213","00:31:12",127,154,"1.9","82","195","12:29","6:15","--","--",0.92,0,0,0,"--",0,0,0,0,0,"--",0,0,0,"--","0:00",73.4,"0:00","No","00:09:37.5",2,78.8,"00:15:15","00:31:12","--","--"
"127","Treadmill Running","2022-05-21 06:50:24","false","2.00","162","00:20:04",133,153,"2.1","166","193","10:01","6:10","--","--",0.97,0,0,0,"--",0,0,0,0,0,"--",0,0,0,"--","0:00",73.4,"0:00","No","00:00:01.6",3,78.8,"00:19:56","00:20:04","--","--"
"128","Treadmill Running","2022-05-20 08:45:13","false","4.00","324","00:45:23",131,152,"2.1","157","185","11:20","6:37","--","--",0.9,0,0,0,"--",0,0,0,0,0,"--",0,0,0,"--","0:00",73.4,"0:00","No","00:00:01.6",5,78.8,"00:44:59","00:45:23","--","--"
"129","Treadmill Running","2022-05-19 08:59:22","false","3.00","264","00:32:09",136,159,"2.5","154","195","10:43","6:00","--","--",0.98,0,0,0,"--",0,0,0,0,0,"--",0,0,0,"--","0:00",73.4,"0:00","No","00:00:01.1",4,80.6,"00:31:33","00:32:09","--","--"
"130","Treadmill Running","2022-05-16 09:54:41","false","2.00","152","00:22:04",124,145,"1.7","152","191","11:02","6:11","--","--",0.96,0,0,0,"--",0,0,0,0,0,"--",0,0,0,"--","0:00",73.4,"0:00","No","00:10:57",2,80.6,"00:21:40","00:22:04","--","--"
"131","Treadmill Running","2022-05-15 08:32:52","false","3.00","273","00:32:59",137,159,"2.5","156","240","10:59","6:08","--","--",0.94,0,0,0,"--",0,0,0,0,0,"--",0,0,0,"--","0:00",73.4,"0:00","No","00:00:02.1",4,80.6,"00:32:21","00:32:59","--","--"
"132","Indoor Cycling","2022-05-13 10:17:40","false","6.00","134","00:30:18",109,126,"0.5","--","--","11.9","--","--","--",0,0,0,0,"--",0,0,0,0,0,"--",0,0,0,"--","0:00",75.2,"0:00","No","00:00:01.1",2,80.6,"00:00:00","00:30:18","--","--"
"133","Treadmill Running","2022-05-12 14:54:59","false","1.79","137","00:19:01",127,154,"2.0","161","187","10:37","6:42","--","--",0.92,0,0,0,"--",0,0,0,0,0,"--",0,0,0,"--","0:00",77,"0:00","No","00:00:01.5",3,78.8,"00:18:57","00:19:01","--","--"
"134","Treadmill Running","2022-05-08 06:51:33","false","2.52","225","00:29:10",132,159,"2.3","151","179","11:34","7:18","--","--",0.92,0,0,0,"--",0,0,0,0,0,"--",0,0,0,"--","0:00",73.4,"0:00","No","00:00:01.6",4,78.8,"00:27:35","00:29:10","--","--"
"135","Treadmill Running","2022-05-07 06:57:07","false","1.75","165","00:20:00",134,155,"2.3","154","177","11:26","8:36","--","--",0.82,0,0,0,"--",0,0,0,0,0,"--",0,0,0,"--","0:00",75.2,"0:00","No","00:00:02.1",3,80.6,"00:19:38","00:20:00","--","--"
"136","Treadmill Running","2022-05-06 14:54:58","false","1.00","84","00:09:43.6",136,154,"1.9","167","175","9:44","9:35","--","--",0.83,0,0,0,"--",0,0,0,0,0,"--",0,0,0,"--","0:00",77,"0:00","No","00:00:01.1",2,82.4,"00:09:43.5","00:09:43.6","--","--"
"137","Treadmill Running","2022-05-05 09:48:56","false","1.00","92","00:10:27",138,158,"2.0","165","173","10:27","9:59","--","--",0.82,0,0,0,"--",0,0,0,0,0,"--",0,0,0,"--","0:00",75.2,"0:00","No","00:10:27",1,78.8,"00:10:27","00:10:27","--","--"
"138","Running","2022-05-02 07:51:45","false","1.68","167","00:19:09",144,164,"2.4","157","175","11:24","7:49","20","52",0.9,0,0,0,"--",0,0,0,0,0,"--",0,0,0,"--","0:00",75.2,"0:00","No","00:00:07.5",3,77,"00:19:01","00:19:09","496","636"
"139","Indoor Cycling","2022-05-01 07:32:33","false","0.00","283","00:37:25",136,173,"2.6","--","--","--","--","--","--",0,0,0,0,"--",0,0,0,0,0,"--",0,0,0,"--","0:00",77,"0:00","No","00:37:25",1,78.8,"00:00:00","00:37:25","--","--"
"140","Indoor Cycling","2022-04-30 07:02:14","false","0.00","211","00:32:22",125,143,"1.6","--","--","--","--","--","--",0,0,0,0,"--",0,0,0,0,0,"--",0,0,0,"--","0:00",77,"0:00","No","00:32:22",1,82.4,"00:00:00","00:32:22","--","--"
"141","Running","2022-04-29 08:13:19","false","2.39","251","00:29:02",143,165,"2.6","148","175","12:10","8:10","33","36",0.9,0,0,0,"--",0,0,0,0,0,"--",0,0,0,"--","0:00",73.4,"0:00","No","00:04:22.5",3,78.8,"00:29:02","00:29:02","548","570"
"142","Running","2022-04-25 07:15:32","false","2.51","256","00:28:51",145,160,"2.8","142","176","11:30","7:55","30","75",1,0,0,0,"--",0,0,0,0,0,"--",0,0,0,"--","0:00",66.2,"0:00","No","00:05:41.5",3,78.8,"00:28:50","00:28:51","540","579"
"143","Running","2022-04-24 06:44:34","false","2.53","248","00:30:02",141,163,"2.6","142","176","11:51","7:27","33","62",0.97,0,0,0,"--",0,0,0,0,0,"--",0,0,0,"--","0:00",73.4,"0:00","No","00:06:15.1",3,77,"00:30:01","00:30:02","1,831","1,908"
"144","Walking","2022-04-17 14:45:07","false","1.81","168","00:30:17",103,115,"0.9","101","162","16:46","13:08","59","56",0.95,0,0,0,"--",0,0,0,0,0,"--",0,0,0,"--","0:00",71.6,"0:00","No","00:13:34",2,84.2,"00:29:59","00:30:17","1,716","1,774"
"145","Walking","2022-04-14 15:39:18","false","2.01","189","00:34:11",104,118,"0.9","91","134","17:02","14:10","85","49",1.05,0,0,0,"--",0,0,0,0,0,"--",0,0,0,"--","0:00",80.6,"0:00","No","00:00:16.0",3,87.8,"00:34:06","00:34:11","1,697","1,729"
"146","Running","2022-04-03 09:33:16","false","3.67","403","00:40:09",165,183,"3.9","160","175","10:56","8:16","52","43",0.92,0,0,0,"--",0,0,0,0,0,"--",0,0,0,"--","0:00",73.4,"0:00","No","00:00:02.5",6,78.8,"00:40:02","00:40:46","887","913"
"147","Running","2022-03-30 08:00:30","false","2.27","240","00:25:12",159,172,"3.1","163","172","11:07","9:15","26","39",0.89,0,0,0,"--",0,0,0,0,0,"--",0,0,0,"--","0:00",68,"0:00","No","00:00:02.4",4,75.2,"00:25:05","00:25:12","764","793"
"148","Running","2022-03-27 08:31:22","false","4.00","412","00:50:32",153,166,"2.6","158","170","12:38","10:58","36","52",0.81,0,0,0,"--",0,0,0,0,0,"--",0,0,0,"--","0:00",66.2,"0:00","No","00:00:32.0",7,75.2,"00:50:30","00:50:34","596","617"
"149","Running","2022-03-26 11:29:31","false","2.00","215","00:22:28",161,176,"3.1","156","170","11:13","7:51","23","33",0.91,0,0,0,"--",0,0,0,0,0,"--",0,0,0,"--","0:00",78.8,"0:00","No","00:00:02.2",3,82.4,"00:22:21","00:23:31","598","632"
"150","Running","2022-03-20 09:17:37","false","5.00","607","01:04:12",166,180,"3.7","157","170","12:50","9:39","72","92",0.8,0,0,0,"--",0,0,0,0,0,"--",0,0,0,"--","0:00",69.8,"0:00","No","00:02:22.5",8,78.8,"01:04:09","01:04:20","600","644"
"151","Running","2022-03-19 12:52:25","false","3.02","262","00:39:06",127,139,"2.0","143","180","12:57","7:51","66","52",0.87,0,0,0,"--",0,0,0,0,0,"--",0,0,0,"--","0:00",78.8,"0:00","No","00:00:02.7",25,84.2,"00:39:00","00:39:06","584","614"
"152","Walking","2022-03-16 13:23:01","false","2.04","193","00:33:09",107,119,"1.0","72","230","16:14","11:25","79","56",1.49,0,0,0,"--",0,0,0,0,0,"--",0,0,0,"--","0:00",71.6,"0:00","No","00:00:57.4",3,86,"00:33:04","00:33:09","451","610"
"153","Running","2022-03-13 11:50:15","false","2.75","297","00:33:02",152,172,"3.0","153","199","12:00","8:09","33","23",0.87,0,0,0,"--",0,0,0,0,0,"--",0,0,0,"--","0:00",68,"0:00","No","00:00:01.9",5,75.2,"00:33:00","00:33:02","364","384"
"154","Running","2022-02-27 14:27:34","false","5.01","494","01:04:35",145,161,"2.3","155","168","12:54","9:47","89","66",0.81,0,0,0,"--",0,0,0,0,0,"--",0,0,0,"--","0:00",64.4,"0:00","No","00:00:01.6",9,75.2,"01:04:30","01:04:35","644","686"
"155","Running","2022-02-21 11:42:29","false","2.56","252","00:31:21",140,158,"2.4","141","170","12:16","9:18","56","36",0.93,0,0,0,"--",0,0,0,0,0,"--",0,0,0,"--","0:00",75.2,"0:00","No","00:00:01.8",6,82.4,"00:31:20","00:31:21","573","604"
"156","Running","2022-02-13 10:20:14","false","4.51","420","00:58:22",127,142,"2.2","152","168","12:56","7:55","72","62",0.82,0,0,0,"--",0,0,0,0,0,"--",0,0,0,"--","0:00",64.4,"0:00","No","00:00:01.9",6,75.2,"00:58:20","00:59:15","588","636"
"157","Running","2022-02-11 13:54:59","false","2.19","197","00:26:20",140,154,"2.3","127","222","12:01","6:34","33","20",1.18,0,0,0,"--",0,0,0,0,0,"--",0,0,0,"--","0:00",77,"0:00","No","00:00:09.4",24,82.4,"00:26:15","00:26:20","608","636"
"158","Running","2022-02-09 13:08:20","false","2.40","239","00:30:18",135,146,"2.5","150","230","12:36","10:16","36","36",0.86,0,0,0,"--",0,0,0,0,0,"--",0,0,0,"--","0:00",73.4,"0:00","No","00:00:02.8",6,80.6,"00:30:17","00:30:18","558","577"
"159","Running","2022-02-06 11:00:13","false","4.54","441","01:02:16",135,147,"2.4","149","167","13:43","10:14","82","62",0.79,0,0,0,"--",0,0,0,0,0,"--",0,0,0,"--","0:00",62.6,"0:00","No","00:00:01.6",8,69.8,"01:02:15","01:02:16","972","1,007"
"160","Running","2022-01-23 10:36:06","false","3.91","372","00:52:53",125,151,"2.3","142","166","13:31","8:46","66","36",0.84,0,0,0,"--",0,0,0,0,0,"--",0,0,0,"--","0:00",64.4,"0:00","No","00:00:36.0",7,75.2,"00:52:44","00:54:20","642","675"
"161","Running","2022-01-21 12:04:58","false","2.61","254","00:32:51",137,162,"2.6","142","171","12:35","8:07","62","33",0.91,0,0,0,"--",0,0,0,0,0,"--",0,0,0,"--","0:00",51.8,"0:00","No","00:00:18.5",5,73.4,"00:32:38","00:32:51","615","653"
"162","Running","2022-01-19 13:52:01","false","2.50","230","00:30:15",142,158,"2.8","138","197","12:06","5:20","49","52",0.97,0,0,0,"--",0,0,0,0,0,"--",0,0,0,"--","0:00",64.4,"0:00","No","00:00:01.4",24,73.4,"00:29:58","00:30:43","609","632"
"163","Running","2022-01-16 12:18:46","false","2.37","272","00:30:00",177,185,"3.3","158","166","12:38","10:43","56","36",0.81,0,0,0,"--",0,0,0,0,0,"--",0,0,0,"--","0:00",60.8,"0:00","No","00:05:00",4,71.6,"00:30:00","00:30:00","585","608"
"164","Running","2022-01-14 12:34:41","false","2.22","214","00:30:02",135,149,"2.2","148","166","13:31","9:35","43","30",0.81,0,0,0,"--",0,0,0,0,0,"--",0,0,0,"--","0:00",75.2,"0:00","No","00:00:01.8",5,78.8,"00:30:01","00:30:21","659","681"
"165","Running","2022-01-12 13:44:01","false","1.97","198","00:25:23",143,154,"2.6","157","168","12:53","10:18","23","30",0.8,0,0,0,"--",0,0,0,0,0,"--",0,0,0,"--","0:00",69.8,"0:00","No","00:00:22.7",4,77,"00:25:17","00:25:23","518","612"
"166","Running","2022-01-09 08:28:29","false","3.51","431","00:50:00",167,176,"3.2","147","169","14:14","9:31","46","92",0.77,0,0,0,"--",0,0,0,0,0,"--",0,0,0,"--","0:00",53.6,"0:00","No","00:02:00.9",6,66.2,"00:49:57","00:50:00","524","577"
"167","Walking","2022-01-08 11:46:21","false","1.84","174","00:30:07",98,108,"1.1","88","240","16:21","8:44","49","26",1.12,0,0,0,"--",0,0,0,0,0,"--",0,0,0,"--","0:00",57.2,"0:00","No","00:14:47",2,73.4,"00:29:04","00:30:07","256","364"
"168","Running","2022-01-07 14:07:45","false","2.08","217","00:30:03",146,168,"2.4","140","178","14:27","7:51","43","16",0.8,0,0,0,"--",0,0,0,0,0,"--",0,0,0,"--","0:00",57.2,"0:00","No","00:00:02.0",20,75.2,"00:29:50","00:30:03","198","227"
"169","Running","2022-01-06 10:31:37","false","0.70","61","00:09:00",127,150,"1.3","138","164","12:56","11:03","16","7",0.91,0,0,0,"--",0,0,0,0,0,"--",0,0,0,"--","0:00",57.2,"0:00","No","00:02:00",3,73.4,"00:08:54","00:09:00","173","187"
"170","Running","2021-10-03 06:34:24","false","2.12","230","00:23:53",163,176,"3.2","157","239","11:16","8:16","36","39",0.91,0,0,0,"--",0,0,0,0,0,"--",0,0,0,"--","0:00",69.8,"0:00","No","00:00:02.7",4,78.8,"00:23:52","00:23:53","258","281"
"171","Running","2021-09-30 06:45:54","false","1.90","205","00:20:53",168,186,"3.3","161","178","10:58","8:33","3","23",0.91,0,0,0,"--",0,0,0,0,0,"--",0,0,0,"--","0:00",75.2,"0:00","No","00:00:02.5",13,77,"00:20:49","00:20:58","9","33"
"172","Running","2021-09-28 07:29:31","false","0.85","89","00:09:00",165,184,"2.5","166","180","10:38","8:56","10","7",0.91,0,0,0,"--",0,0,0,0,0,"--",0,0,0,"--","0:00",73.4,"0:00","No","00:02:00",3,77,"00:09:00","00:09:00","58","70"
"173","Running","2021-09-25 05:51:00","false","13.11","1,504","02:46:45",170,191,"4.0","154","239","12:43","8:54","102","164",0.82,0,0,0,"--",0,0,0,0,0,"--",0,0,0,"--","0:00",66.2,"0:00","No","00:01:00.9",14,75.2,"02:46:41","02:46:45","54","144"
"174","Indoor Cycling","2021-09-24 09:32:22","false","5.60","88","00:23:42",106,131,"0.4","--","--","14.2","--","--","--",0,0,0,0,"--",0,0,0,0,0,"--",0,0,0,"--","0:00",71.6,"0:00","No","00:23:42",1,80.6,"00:00:00","00:23:42","--","--"
"175","Indoor Cycling","2021-09-23 09:12:59","false","10.84","198","00:45:22",110,161,"0.9","--","--","14.3","--","--","--",0,0,0,0,"--",0,0,0,0,0,"--",0,0,0,"--","0:00",73.4,"0:00","No","00:45:22",1,80.6,"00:00:00","00:45:22","--","--"
"176","Running","2021-09-21 07:42:19","false","2.00","217","00:21:42",167,182,"3.1","160","178","10:52","8:36","--","13",0.92,0,0,0,"--",0,0,0,0,0,"--",0,0,0,"--","0:00",78.8,"0:00","No","00:00:01.5",10,82.4,"00:21:40","00:21:42","157","177"
"177","Running","2021-09-19 07:13:10","false","2.00","214","00:20:46",166,178,"3.2","158","170","10:23","8:47","13","16",0.98,0,0,0,"--",0,0,0,0,0,"--",0,0,0,"--","0:00",77,"0:00","No","00:00:03.3",10,78.8,"00:20:43","00:20:46","191","213"
"178","Running","2021-09-16 07:14:35","false","1.70","176","00:17:09",165,185,"3.0","163","180","10:04","8:06","10","23",0.98,0,0,0,"--",0,0,0,0,0,"--",0,0,0,"--","0:00",73.4,"0:00","No","00:00:02.0",10,77,"00:17:09","00:17:09","218","232"
"179","Running","2021-09-14 07:09:59","false","1.87","190","00:20:02",159,179,"2.9","159","177","10:42","7:55","66","69",0.94,0,0,0,"--",0,0,0,0,0,"--",0,0,0,"--","0:00",75.2,"0:00","No","00:00:03.5",16,78.8,"00:19:53","00:20:02","99","259"
"180","Running","2021-09-07 06:44:22","false","1.61","166","00:18:01",155,172,"2.7","159","180","11:09","8:56","23","20",0.9,0,0,0,"--",0,0,0,0,0,"--",0,0,0,"--","0:00",75.2,"0:00","No","00:00:05.2",16,82.4,"00:17:52","00:18:01","148","163"
"181","Running","2021-09-05 06:06:58","false","13.01","1,562","02:47:45",169,195,"3.8","148","249","12:54","9:51","148","197",0.84,0,0,0,"--",0,0,0,0,0,"--",0,0,0,"--","0:00",78.8,"0:00","No","00:00:01.5",15,86,"00:00:00","02:52:04","100","204"
"182","Running","2021-09-03 06:44:36","false","2.48","262","00:26:05",161,176,"3.2","161","177","10:30","8:11","23","30",0.95,0,0,0,"--",0,0,0,0,0,"--",0,0,0,"--","0:00",82.4,"0:00","No","00:00:02.7",16,84.2,"00:26:03","00:26:05","333","354"
"183","Running","2021-08-31 07:55:36","false","3.95","492","00:45:59",170,186,"4.1","152","239","11:39","8:27","59","66",0.91,0,0,0,"--",0,0,0,0,0,"--",0,0,0,"--","0:00",82.4,"0:00","No","00:00:27.7",6,87.8,"00:45:59","00:46:05","334","363"
